Word,Freq,Rank
විභාගයේ,12,1852
නිශ්චය,12,1853
විටෙක,12,1854
සෑහීමකට,12,1855
පත්විය,12,1856
යළි,12,1857
රඳවා,12,1858
වැඩියෙන්,12,1859
ආදි,12,1860
ඇතැයි,12,1861
තරම්,12,1862
ඒවායින්,12,1863
දෙකෙන්,12,1864
ලිත්,12,1865
මුහුණ,12,1866
නොවැඩි,12,1867
බවටත්,12,1868
කටයුත්තක්,12,1869
ඡේදය,12,1870
රසායන,12,1871
වාහනයකින්,12,1872
නිවාසයක,12,1873
පාඨමාලාවේ,12,1874
නිවාසවල,12,1875
ඉඩමක්,12,1876
ඉඩමේ,12,1877
ගුරුභවතුන්,12,1878
නිලධාරියාගේ,12,1879
සිසුන්ගේ,12,1880
භවතුන්,12,1881
පදනමින්,12,1882
දුරටත්,12,1883
ව්යාපාර,12,1884
කාරුණික,12,1885
ව්යාකරණ,12,1886
මහතාට,12,1887
වෙමි,12,1888
සමාගමේ,12,1889
රැස්වීමේදී,12,1890
වසම,12,1891
ළමාරක්ෂක,12,1892
සුබසාධන,12,1893
බව්වාගම,12,1894
යතුරු,12,1895
කාල්ටන්,12,1896
කර්මාන්තශාලාව,12,1897
විවාදය,12,1898
ඡේදය,12,1899
ලැබුවේද,12,1900
වික්රමසිංහ,11,1901
ඒකාබද්ධතාවය,11,1902
ව්යපෘති,11,1903
ගැනෙන,11,1904
අධීක්ෂණ,11,1905
භාෂාවෙන්,11,1906
නියමිතය,11,1907
ලබාදීමේ,11,1908
සමාජයේ,11,1909
ඡායාරූප,11,1910
තරුණියන්,11,1911
ක්රියාවට,11,1912
භාණ්ඩාගාරය,11,1913
විද්යාගාර,11,1914
ප්රදර්ශන,11,1915
ආශ්රිත,11,1916
දිනපතා,11,1917
සපයන,11,1918
තත්වය,11,1919
සමීක්ෂණය,11,1920
මහජනතාව,11,1921
ස්ථාපනය,11,1922
තිබීම,11,1923
භූමි,11,1924
අයදුම්කරුවන්,11,1925
ජුලි,11,1926
මෙයට,11,1927
අපගේ,11,1928
තෙවන,11,1929
විකාශනය,11,1930
මිලියන,11,1931
භෞතික,11,1932
මැදිරිය,11,1933
අඛණ්ඩව,11,1934
ඇතත්,11,1935
ජනාධිපතිතුමාගේ,11,1936
අධ්යක්ෂවරු,11,1937
ප්රසන්න,11,1938
කුමාරි,11,1939
හේරත්,11,1940
ප්රචාරක,11,1941
අල්විස්,11,1942
ජනක,11,1943
නිර්දේශිත,11,1944
දැනටමත්,11,1945
අම්පාර,11,1946
ඇය,11,1947
ස්ථානයක්,11,1948
සඳුදා,11,1949
කට්ටලයක්,11,1950
නඩත්තුව,11,1951
අවදානම්,11,1952
රක්ෂණය,11,1953
යැවීම,11,1954
වියදමින්,11,1955
බැහැරව,11,1956
රටවල,11,1957
සත්ය,11,1958
පත්රයට,11,1959
වෙයි,11,1960
ගෙවීමේ,11,1961
භාණ්ඩාගාරයේ,11,1962
දෙකින්,11,1963
දිනක,11,1964
එලෙස,11,1965
කාරණය,11,1966
බාර,11,1967
අනිකුත්,11,1968
ඉල්ලුම්පත්ර,11,1969
අමාත්යාංශයෙන්,11,1970
යෙදවීමට,11,1971
කොන්දේසිවලට,11,1972
මාර්ගයෙන්,11,1973
අපොහොසත්,11,1974
නිලධරයන්ගේ,11,1975
කෙනෙකු,11,1976
යථෝක්ත,11,1977
හැසිරීම,11,1978
වැන්දඹු,11,1979
සියයට,11,1980
ගෙවීමක්,11,1981
නිවාඩුපිට,11,1982
කුමන,11,1983
එකඟත්වය,11,1984
පළමුවන,11,1985
ලබාදිය,11,1986
හැටියට,11,1987
අවස්ථාවන්හිදී,11,1988
යනාදිය,11,1989
උපරිමයකට,11,1990
ආයතනයකට,11,1991
පොතේ,11,1992
නැවතත්,11,1993
යැපීම්,11,1994
ප්රමාණයට,11,1995
හැකියාවක්,11,1996
සංග්රහ,11,1997
කාලයක,11,1998
සම්මේලනය,11,1999
මිනින්දෝරු,11,2000
ස්වාමිපුරුෂයා,11,2001
රථය,11,2002
බැව්,11,2003
අයදුම්පත්රය,11,2004
අරමුදලින්,11,2005
නිවාසයෙන්,11,2006
අස්වී,11,2007
භාරකරු,11,2008
ඔප්පුව,11,2009
මැද,11,2010
පාසල්වලට,11,2011
ඉස්ලාමීය,11,2012
නිවසේ,11,2013
වැසිකිළි,11,2014
වින්යාස,11,2015
සම්බන්ධයෙනි,11,2016
සංදේශ,11,2017
ටෙලිකොම්,11,2018
කාර්තු,11,2019
සබරගමුව,11,2020
සර්වේයර්,11,2021
අක්,11,2022
න්යාය,11,2023
සංකීර්ණයේ,11,2024
පශු,11,2025
කෝරළය,11,2026
අපනයන,11,2027
රඹුක්පිටිය,11,2028
කාරියවසම්,11,2029
සමාගමට,11,2030
වරප්රසාද,11,2031
කලුතර,11,2032
බස්නාහිර,10,2033
විමර්ශනය,10,2034
සමගාමීව,10,2035
සහායක,10,2036
සම,10,2037
අනුබද්ධ,10,2038
එක්ව,10,2039
සැලසීම,10,2040
යටිතල,10,2041
මෙවැනි,10,2042
සූදානම්,10,2043
පැවැත්විය,10,2044
නැංවීම,10,2045
පත්කර,10,2046
පියවීම,10,2047
කෙරිණි,10,2048
දිනයන්හි,10,2049
පරිවර්තක,10,2050
තමන්ට,10,2051
පල්ලේගම,10,2052
ජනතාවගේ,10,2053
ලැබුවේ,10,2054
දේශන,10,2055
කාර්යක්ෂම,10,2056
වෘත්තිය,10,2057
වෙමින්,10,2058
සිදුවීම්,10,2059
එමඟින්,10,2060
ඩිප්ලෝමාව,10,2061
ව්යාපෘතියක්,10,2062
රටවල්,10,2063
පෝය,10,2064
ප්රකාරව,10,2065
එක්සත්,10,2066
හැඳුනුම්පත,10,2067
දඩ,10,2068
රැස්,10,2069
දැන්වීම,10,2070
කලාපය,10,2071
මොහාන්,10,2072
සළකුණු,10,2073
දෙකකට,10,2074
අඛණ්ඩ,10,2075
කළමනාකරු,10,2076
ඇඟිලි,10,2077
තුනක,10,2078
හරින,10,2079
යුතුයි,10,2080
සෙනසුරාදා,10,2081
සහගත,10,2082
සබඳතා,10,2083
තෝරාගනු,10,2084
ගිණුම්කරණ,10,2085
කිහිපයකට,10,2086
නොගත්,10,2087
නොවූ,10,2088
කාමර,10,2089
වටිනා,10,2090
සුභසාධන,10,2091
සාධන,10,2092
අවශ්යතාව,10,2093
දැරීම,10,2094
පුද්ගලයෙකු,10,2095
පුද්ගලයින්ගේ,10,2096
පිරවීම,10,2097
දිවුරුම,10,2098
දිවුරුම්,10,2099
ගොනු,10,2100
මනාපය,10,2101
ඔබ්බට,10,2102
විද්යාත්මක,10,2103
සිදුකළ,10,2104
ස්ථිරව,10,2105
පැමිණීමට,10,2106
නියෝගය,10,2107
නොමැත,10,2108
තුළට,10,2109
පරිමාණය,10,2110
යන්නේ,10,2111
හේතුකොට,10,2112
බෙහෙවින්,10,2113
එකකට,10,2114
නවතා,10,2115
පිළිගත,10,2116
නීත්යානුකූල,10,2117
බිමන්,10,2118
කාර්යාලයෙන්,10,2119
ගමනක්,10,2120
ශාලාව,10,2121
එයින්,10,2122
පිටරට,10,2123
සාමාජිකයෙකු,10,2124
හැදෑරීම,10,2125
රෝහල්,10,2126
සීමාවන්,10,2127
ධාවනය,10,2128
කපා,10,2129
පරිශිෂ්ටය,10,2130
ගිණුමේ,10,2131
අඩුපාඩු,10,2132
තිබු,10,2133
ගිණුමට,10,2134
ස්වභාවික,10,2135
පොරොන්දුවක්,10,2136
ශාඛාවේ,10,2137
මිහින්,10,2138
උපාධිධාරී,10,2139
හඳුනාගෙන,10,2140
දක්ෂතා,10,2141
භාවිතයට,10,2142
ච,10,2143
විදුහලේ,10,2144
දරුවන්ට,10,2145
කුමාරසිරි,10,2146
කැසට්,10,2147
කලේ,10,2148
තෝරාගත්,10,2149
රණසිංහ,10,2150
සකසා,10,2151
දෙදින,10,2152
කඩා,10,2153
සමිතියේ,10,2154
අක්ෂි,10,2155
රෝගීන්,10,2156
වාරිමාර්ග,10,2157
ලබාදෙන්නේ,10,2158
ගම්මානයේ,10,2159
ව්යවසාය,10,2160
පිළිගන්නේද,10,2161
කුමක්ද,10,2162
පටිපාටියක්,10,2163
වාසුදේව,9,2164
වැඩමුළු,9,2165
ඌව,9,2166
බදුල්ල,9,2167
කළමණාකරණ,9,2168
බලාත්මක,9,2169
ගැන්වීම,9,2170
තුලින්,9,2171
ක්රියාකාරී,9,2172
පන්ති,9,2173
ශ්රම,9,2174
බහු,9,2175
යුක්ත,9,2176
ආකාරයෙන්,9,2177
සහතිකපත්,9,2178
විශේෂයෙන්,9,2179
වෙනසක්,9,2180
කණ්ඩායමක්,9,2181
වරුන්,9,2182
ප්රවීණතා,9,2183
පරිවර්තන,9,2184
සංඛ්යා,9,2185
කරගනිමින්,9,2186
විශ්ලේෂණය,9,2187
නිමල්,9,2188
වූයේ,9,2189
නවාතැන්,9,2190
නියෝජිතයන්,9,2191
සටහනක්,9,2192
මුද්රිත,9,2193
වර්ෂවලදී,9,2194
කෙසෙල්,9,2195
විශ්වවිද්යාලය,9,2196
පහ,9,2197
ප්රමුඛ,9,2198
සෘජු,9,2199
බොහෝ,9,2200
ප්රකාශයට,9,2201
පූර්ණකාලීනව,9,2202
පෝෂණ,9,2203
රාජපක්ෂ,9,2204
තත්ත්වයක්,9,2205
පද්ධතියක්,9,2206
තැනැත්තන්,9,2207
ගෙනයාම,9,2208
පැහැදිලිව,9,2209
දැමීම,9,2210
පෝෂණය,9,2211
ඉඩකඩ,9,2212
ගාමිණී,9,2213
ඉසුරු,9,2214
ජනප්රිය,9,2215
හමුදා,9,2216
සඟරාමය,9,2217
පවරන,9,2218
අතහැර,9,2219
එෆ්,9,2220
ජනාධිපතිතුමා,9,2221
ආයතනික,9,2222
අනුයුක්තව,9,2223
මොනරාගල,9,2224
පහක්,9,2225
වෑන්,9,2226
සවි,9,2227
රෝග,9,2228
ළමුන්,9,2229
අතුරු,9,2230
තොග,9,2231
ලිපිගොනු,9,2232
විනිමය,9,2233
ලවා,9,2234
ලේකම්වරයෙකු,9,2235
නොගත,9,2236
පරිමාණ,9,2237
සමත්වීම,9,2238
ඇතොත්,9,2239
ඉටුකර,9,2240
අමාත්යවරයාගේ,9,2241
යෙදිය,9,2242
පරීක්ෂණයේ,9,2243
අන්,9,2244
හේතූන්,9,2245
පත්කරනු,9,2246
රැකියාවක්,9,2247
හේතුව,9,2248
ලිඛිතව,9,2249
උසස්වීම,9,2250
ස්ථානයට,9,2251
සෑහෙන,9,2252
දෙපාර්තමේන්තුවලට,9,2253
පිහිටුවිය,9,2254
පිරිමි,9,2255
එහෙයින්,9,2256
තුන්,9,2257
අවශ්යතාවය,9,2258
ඉල්ලුම්පත්රය,9,2259
පෞද්ගලිකව,9,2260
ස්ථීර,9,2261
දිගටම,9,2262
ප්රධානියෙකුට,9,2263
වාර්තාවට,9,2264
බලධරයන්,9,2265
ප්රතිශෝධනය,9,2266
ගණනට,9,2267
මුදලට,9,2268
ලබමින්,9,2269
නොගෙවා,9,2270
විකල්ප,9,2271
සිටියදී,9,2272
පරිච්ඡේද,9,2273
වලංගු,9,2274
වරකට,9,2275
ඉරු,9,2276
වන්නා,9,2277
මාර්ගයක්,9,2278
වරිපනම්,9,2279
නඩුව,9,2280
අයකළ,9,2281
උපරිමය,9,2282
තනි,9,2283
ඉදිරියේ,9,2284
ප්රදේශවල,9,2285
ජූරි,9,2286
අල්ලස්,9,2287
ලේකම්වරයෙකුට,9,2288
ස්ථානයකට,9,2289
අසනීපයක්,9,2290
සේවකයෙකුට,9,2291
වනිතා,9,2292
ආකෘතියට,9,2293
සෑහීමට,9,2294
ලිපිනයට,9,2295
බිල්පත,9,2296
යවා,9,2297
ප්රමාණයේ,9,2298
ලොරි,9,2299
අන්දමේ,9,2300
දෙදෙනාම,9,2301
අබලන්,9,2302
බංගලා,9,2303
ඇපකරුවෙකු,9,2304
පෙට්රල්,9,2305
නොකිරීම,9,2306
මහල්,9,2307
ගුරුවරු,9,2308
සංචිතයේ,9,2309
තොටුපල,9,2310
ශ්රමදාන,9,2311
පටිපාටිය,9,2312
අධ්යන,9,2313
මධ්යස්ථානවල,9,2314
නො,9,2315
ගෝඨාභය,9,2316
පැවරෙන,9,2317
සැසඳුම්,9,2318
දිනැතිව,9,2319
මුද්රා,9,2320
ශාන්ත,9,2321
සලකන්න,9,2322
ඊඩී,9,2323
රැස්වීමේ,9,2324
වීදිය,9,2325
ජූනි,9,2326
මගී,9,2327
රංජිත්,9,2328
සින්නක්කර,9,2329
විරාජ්,9,2330
සිතියම්,9,2331
පරිභෝජනය,9,2332
ගම්මාන,9,2333
ස්වයං,9,2334
විජේසිංහ,9,2335
මාලාවේ,9,2336
පිළිගැනීමේ,9,2337
සත්කාරක,9,2338
ආබාධ,9,2339
ඉඹුල්පිටිය,9,2340
කිරිපිටි,9,2341
ප්රා,9,2342
අතපත්තු,9,2343
බාල,9,2344
ආයෝජනය,9,2345
සේවානියුක්තයන්ගේ,9,2346
වනජීවී,9,2347
පාලමේ,9,2348
සහල්,9,2349
කළේද,9,2350
ප්රතිපත්තියට,8,2351
වයඹ,8,2352
වැඩසටහනට,8,2353
අවබෝධය,8,2354
කට්ටල,8,2355
ජනතා,8,2356
සපිරි,8,2357
සමාලෝචනය,8,2358
සැලැස්මක්,8,2359
හැකියාවන්,8,2360
නීතිය,8,2361
ආදර්ශ,8,2362
ජීවත්,8,2363
අත්යාවශ්ය,8,2364
කරා,8,2365
බාධා,8,2366
මනා,8,2367
චිත්ර,8,2368
දේ,8,2369
නත්තල්,8,2370
පත්කළ,8,2371
සමාලෝචන,8,2372
වැරදි,8,2373
අමාත්යතුමාගේ,8,2374
අංශයෙන්,8,2375
හැකිවිය,8,2376
ඉගෙන,8,2377
පිරිසක්,8,2378
යාමේ,8,2379
ව්යවස්ථාපිත,8,2380
ශ්රි,8,2381
පිහිටුවීම,8,2382
පුද්ගලික,8,2383
කිරිමට,8,2384
රාජගිරිය,8,2385
මණ්ඩලයක,8,2386
හඳුනාගත්,8,2387
යුක්ති,8,2388
පටක,8,2389
සාක්ෂාත්,8,2390
උපාධිය,8,2391
ලෙසට,8,2392
ආරම්භයේදී,8,2393
කර්මාන්තය,8,2394
කරගැනීම,8,2395
අක්කර,8,2396
ආශ්රිතව,8,2397
මාධ්යවේදීන්,8,2398
ආරක්ෂිත,8,2399
ජීවිත,8,2400
දෘඪ,8,2401
තැටි,8,2402
වේලාවට,8,2403
සම්බන්ධතාවය,8,2404
නියෝජිත,8,2405
ක්ෂේත්රයට,8,2406
සභාපතිවරයා,8,2407
ඇතැම්,8,2408
මුල්ය,8,2409
දයාරත්න,8,2410
ගීත,8,2411
දෙමින්,8,2412
බටහිර,8,2413
ඉන්දියානු,8,2414
සුවිශේෂී,8,2415
දායකත්වයක්,8,2416
පළපුරුද්ද,8,2417
කඩිනම්,8,2418
සමීකරණ,8,2419
වර්ගීකරණය,8,2420
වර්ෂවල,8,2421
රථයට,8,2422
අලුත්වැඩියාව,8,2423
කාමරය,8,2424
ගිනි,8,2425
නාලිකාවේ,8,2426
අතුරින්,8,2427
අවස්ථාවන්හි,8,2428
පැවතීම,8,2429
භාජනය,8,2430
ශේෂ,8,2431
සංචිත,8,2432
ශුද්ධ,8,2433
තැන්පතු,8,2434
නියමයන්,8,2435
වෙනස,8,2436
ප්රතිපාදනය,8,2437
විධිවිධානයන්ට,8,2438
හැකිවනු,8,2439
පෙන්විය,8,2440
තිබුණු,8,2441
විභාගයක්,8,2442
කියාත්මක,8,2443
භාරව,8,2444
ලේඛනයෙහි,8,2445
ප්රතිඥාව,8,2446
උපන්,8,2447
රෙජිස්ට්රාර්,8,2448
හය,8,2449
ජ්යේෂ්ඨතාව,8,2450
ප්රජාතාන්තික,8,2451
අහෝසි,8,2452
පරීක්ෂණයෙන්,8,2453
ආයතනයකින්,8,2454
බැඳී,8,2455
අවස්ථාවට,8,2456
අවස්ථාවකදීම,8,2457
ප්රතිඵලයක්,8,2458
භුක්ති,8,2459
පුහුණුවක්,8,2460
හිමිවන,8,2461
කරුණක්,8,2462
නොපැමිණ,8,2463
උපදෙස්වලට,8,2464
යථා,8,2465
එලෙසම,8,2466
රාජකාරියේ,8,2467
තබනු,8,2468
යෙදෙන,8,2469
තත්ත්වයෙන්,8,2470
රීති,8,2471
නගා,8,2472
කරවන,8,2473
මියගිය,8,2474
හර,8,2475
මහෙස්ත්රාත්,8,2476
වේලාවෙන්,8,2477
උසාවියට,8,2478
පත්රිකා,8,2479
සිදුකිරීම,8,2480
විභාගයකට,8,2481
හිමිවේ,8,2482
දරු,8,2483
සාක්ෂිකරුවන්ට,8,2484
ගමනේ,8,2485
ඉල්ලුම්පත්රයක්,8,2486
නිවාඩුවලින්,8,2487
විනිශ්චය,8,2488
සඳහාත්,8,2489
යටතට,8,2490
පත්වන,8,2491
වීමෙන්,8,2492
හදාරන,8,2493
වර්ෂයකදී,8,2494
කලත්රයාට,8,2495
බලපත්රයේ,8,2496
ශාරීරික,8,2497
නිවසට,8,2498
කරත්ත,8,2499
සම්පූර්ණයෙන්,8,2500
ගැනීමටත්,8,2501
ගිවිසුමේ,8,2502
මුදලම,8,2503
ලේකම්වරු,8,2504
විස්තරය,8,2505
අරමුදලේ,8,2506
කමිටුවක්,8,2507
ගොඩනැගිල්ලක්,8,2508
සඳහාද,8,2509
බැංකුවෙන්,8,2510
ඉල්ලුම්කරු,8,2511
රැස්වීමට,8,2512
පිළිවෙළ,8,2513
උපකාර,8,2514
පාසලකට,8,2515
ගුරුවරුන්ගේ,8,2516
පෙන්වා,8,2517
දෙමාපියන්ගේ,8,2518
උපදේශකවරුන්,8,2519
විජේරත්න,8,2520
කණිෂ්ඨ,8,2521
අවු,8,2522
වටිනාකම්,8,2523
ජයවික්රම,8,2524
සැලසිනේ,8,2525
යකඩ,8,2526
ඔබගෙන්,8,2527
වන්නේද,8,2528
ලංසු,8,2529
මධ්ය,8,2530
වහලය,8,2531
සංකීර්ණය,8,2532
ඒකනායක,8,2533
ලක්ෂ,8,2534
ලක්වූ,8,2535
වැ,8,2536
ශාලාවේදී,8,2537
ත්යාග,8,2538
පත්රිකාව,8,2539
නාඋල,8,2540
විශ්රාමික,8,2541
පොහොර,8,2542
සීනි,8,2543
ගෙඩි,8,2544
මාපාකන්ද,8,2545
වසම්,8,2546
රෝගාධාර,8,2547
අත්තනායක,8,2548
වැඩපිළිවෙළ,8,2549
ප්රජාත්රාන්තික,8,2550
ගතවී,8,2551
කැසිනෝ,8,2552
දීමනාවල,8,2553
වරායේ,8,2554
විනාශ,8,2555
නමැති,8,2556
අකිල,8,2557
ලෙසද,7,2558
ප්රදේශීය,7,2559
රේඛීය,7,2560
කාර්යාලවල,7,2561
කැමති,7,2562
කාර්යයේ,7,2563
පියවරක්,7,2564
වැදගත්කම,7,2565
සියලූම,7,2566
උපයෝගී,7,2567
නිපුණතා,7,2568
දියත්,7,2569
සනීපාරක්ෂක,7,2570
පානීය,7,2571
සම්බන්ධතා,7,2572
තරග,7,2573
හින්දු,7,2574
ශ්රවණාගාරයේදී,7,2575
වැළැක්වීම,7,2576
එමෙන්,7,2577
කාර්යභාරය,7,2578
නවීන,7,2579
තුමාගේ,7,2580
සකස්කර,7,2581
සිටීමේ,7,2582
ක්රියාවලියට,7,2583
උදය,7,2584
තේමා,7,2585
ජයසිංහ,7,2586
නිමිත්තෙන්,7,2587
විශේෂිත,7,2588
සුරක්ෂිත,7,2589
වැඩසටහන්වල,7,2590
වර්තමානයේ,7,2591
දෙනෙකුට,7,2592
සැපයිය,7,2593
පිහිටුවන,7,2594
කිරීමත්,7,2595
නායකයින්,7,2596
කණ්ඩායම,7,2597
වගාව,7,2598
ලැබු,7,2599
සේවිකාවන්,7,2600
අපහසු,7,2601
තොරතුරු,7,2602
මතු,7,2603
ලැබීය,7,2604
කලාකරුවන්,7,2605
යටතේ,7,2606
මූල්යාධාර,7,2607
හැදුනුම්පත්,7,2608
ආවරණ,7,2609
පද්ධති,7,2610
ප්රියමනාප,7,2611
යනාදී,7,2612
පිළිවෙලක්,7,2613
උචිත,7,2614
ශ්රවණාගාරය,7,2615
ශාලාවේ,7,2616
පහසුව,7,2617
නිර්මාණශීලී,7,2618
අතිශයින්,7,2619
ශක්තිය,7,2620
තිස්ස,7,2621
බ්රහස්පතින්දා,7,2622
අනුග්රාහක,7,2623
ඒකකයෙන්,7,2624
සමාරම්භක,7,2625
සුපර්,7,2626
ක්රොස්,7,2627
ආදායමක්,7,2628
වැඩසටහන්වලට,7,2629
කපිල,7,2630
සහභාගිවීම,7,2631
සංචාර,7,2632
අතිරේකව,7,2633
වේශ,7,2634
පුස්තකාලය,7,2635
උ,7,2636
අනවශ්ය,7,2637
කාච,7,2638
පහක,7,2639
පිරිපහදුව,7,2640
අවුරුද්ද,7,2641
නිවැරදිව,7,2642
සියල්ලම,7,2643
විදුහල්පතිවරුන්ට,7,2644
සුභ,7,2645
දිසා,7,2646
නියෝගයක්,7,2647
ඇතුළත්ව,7,2648
පොලී,7,2649
අනාවරණය,7,2650
දීමත්,7,2651
බලනු,7,2652
ඵලදායි,7,2653
ස්වාධීන,7,2654
අනුපාතික,7,2655
පටන්,7,2656
ඈ,7,2657
පරිශිෂ්ටයෙහි,7,2658
විටක,7,2659
රතු,7,2660
නොකරන්නේ,7,2661
ලැයිස්තුවක්,7,2662
දෙපාර්තමේන්තුවල,7,2663
තැනැත්තෙකු,7,2664
යොදවනු,7,2665
ගියහොත්,7,2666
පරීක්ෂණයකට,7,2667
පිහිටුවීමට,7,2668
නොකළහොත්,7,2669
නොකිරීමට,7,2670
නිරීක්ෂණය,7,2671
පරිච්ඡේදයට,7,2672
නිගමනය,7,2673
කරනුයේ,7,2674
ශ්රේණියක,7,2675
කඩඉමකින්,7,2676
අනුකූල,7,2677
නොකඩවා,7,2678
මාරුවීම්,7,2679
වැඩට,7,2680
ප්රේෂණය,7,2681
යළිත්,7,2682
විමසීම,7,2683
ගිවිසුමක්,7,2684
පත,7,2685
නිතර,7,2686
දවසකට,7,2687
වැටුපෙහි,7,2688
වරට,7,2689
හැකිව,7,2690
රාජකාරියෙහි,7,2691
පරිච්ඡේදයකට,7,2692
අත්හිටුවීම,7,2693
තුරු,7,2694
සමත්වීමට,7,2695
පැවරීමට,7,2696
අන්ය,7,2697
සක්රීය,7,2698
කොපමණ,7,2699
රාජකාරිය,7,2700
ගිණුමක්,7,2701
උසාවියෙන්,7,2702
තුවාල,7,2703
එවනු,7,2704
බරපතල,7,2705
කුවිතාන්සි,7,2706
රෝගියා,7,2707
සභිකයන්ට,7,2708
බස්,7,2709
යෑම,7,2710
අප්රමාදව,7,2711
ස්ථානයෙන්,7,2712
ලබාගන්නා,7,2713
ක්රියාවක්,7,2714
උල්ලංඝනය,7,2715
අභ්යාසලාභී,7,2716
ප්රසූති,7,2717
දරුවාගේ,7,2718
දරුවා,7,2719
මෙරටට,7,2720
දූත,7,2721
කාර්යාලයක්,7,2722
නොසලකා,7,2723
වියදමක්,7,2724
සලකනු,7,2725
සාමාන්යාධිකාරී,7,2726
ඉල්ලුම්පත්රයේ,7,2727
රථයේ,7,2728
පියවා,7,2729
බර,7,2730
පරිපාලනය,7,2731
ප්රමුඛත්වය,7,2732
පත්වූ,7,2733
මහලේකම්,7,2734
ගෙවල්,7,2735
රෝගය,7,2736
ධාරිතාව,7,2737
ඩීසල්,7,2738
ගංවතුර,7,2739
අග්රහාර,7,2740
ආරෝග්යශාලා,7,2741
දැනගැනීම,7,2742
වැඩිදුර,7,2743
ඉගැන්වීම,7,2744
ජීව,7,2745
ධාරාව,7,2746
විද්යාගාරය,7,2747
අමාත්යංශ,7,2748
ගුණසේකර,7,2749
නබී,7,2750
ශිෂ්යන්ට,7,2751
ගස්,7,2752
අල්,7,2753
හේවගේ,7,2754
වශයෙනි,7,2755
දෙනා,7,2756
විරෝධී,7,2757
කොමසාරිස්ගේ,7,2758
සම්පාදනයට,7,2759
අත්වැලක්,7,2760
ග්රන්ථය,7,2761
විසඳුම්,7,2762
වන්නිආරච්චි,7,2763
මටද,7,2764
ඔබව,7,2765
තීරු,7,2766
අනතුර,7,2767
ජේදය,7,2768
ප්ලාස්ටික්,7,2769
මැනවි,7,2770
ෆැක්ස්,7,2771
ටෙන්ඩරය,7,2772
මට්ටම,7,2773
මධ්යස්ථානයට,7,2774
රැස්වීමක්,7,2775
ප්රේමතිලක,7,2776
ලං,7,2777
කොන්ත්රාත්කරු,7,2778
පියානෝ,7,2779
සරත්,7,2780
වාර්ථාව,7,2781
මනාව,7,2782
හැසිරවිය,7,2783
පුත්තලම,7,2784
පුනරාවර්තන,7,2785
එරික්,7,2786
වීරවර්ධන,7,2787
ස්වේච්ඡා,7,2788
බලපෑමට,7,2789
තුමා,7,2790
හැඳුනුම්පතේ,7,2791
ජායා,7,2792
තරඟාවලිය,7,2793
කලාපයට,7,2794
හෝටලය,7,2795
සංරක්ෂණ,7,2796
කැබ්,7,2797
නා,7,2798
සෙනෙවිරත්න,7,2799
ආනන්ද,7,2800
ඩි,7,2801
ගුණවර්ධන,7,2802
නගරයේ,7,2803
සංඛ්යාලේඛන,7,2804
කථාවෙන්,7,2805
සාමාජිකයින්ගේ,7,2806
දෙකිඳ,7,2807
ශ්රියානි,7,2808
පිරිසිදු,7,2809
ගැටලුව,7,2810
ලී,7,2811
ලාම්පුවක්,7,2812
අවට,7,2813
උපතිස්ස,7,2814
වාසල,7,2815
මුදියන්සේ,7,2816
රාළහාමිලාගේ,7,2817
ශිරානි,7,2818
අංශුමාලා,7,2819
විකුණන,7,2820
සභානායකතුමා,7,2821
හිඟයක්,7,2822
පූ,7,2823
ආනුෂංගික,7,2824
පැහැර,7,2825
පිරිසට,7,2826
රොන්මඩ,7,2827
හැරිසන්,7,2828
ලංකන්,7,2829
සැලැස්මට,6,2830
ද්වීභාෂා,6,2831
දිනවලදී,6,2832
කෑගල්ල,6,2833
වැඩසටහනේ,6,2834
පරමාර්ථය,6,2835
මහජනතාවට,6,2836
අත්කර,6,2837
සහභාගීත්වයෙන්,6,2838
රාමුව,6,2839
ව්යාපාරය,6,2840
සාකච්ජා,6,2841
සාමාජිකයින්,6,2842
මෙමගින්,6,2843
කතා,6,2844
ස්ත්රී,6,2845
සම්බන්ධීකාරක,6,2846
සැලසුම,6,2847
ඉගැන්වීම්,6,2848
සැමට,6,2849
උදාහරණයක්,6,2850
ශ්රමය,6,2851
ලියාපදිංචිය,6,2852
වයස්,6,2853
වසරකම,6,2854
ත්,6,2855
මෙහෙවර,6,2856
ආගම,6,2857
දෙකම,6,2858
හැදෑරීමට,6,2859
දිනකම,6,2860
සවස,6,2861
අනුපාතය,6,2862
පුවරු,6,2863
සම්මානය,6,2864
භූමිය,6,2865
කැඳවීම,6,2866
ලෙසින්,6,2867
අරමුණයි,6,2868
නිර්දේශයන්,6,2869
ශීර්ෂය,6,2870
අන්තර්ගත,6,2871
නාමයන්,6,2872
එකවර,6,2873
පැවැත්වීමේ,6,2874
වගුව,6,2875
පුහුණුකරුවන්,6,2876
පැළ,6,2877
නිමකර,6,2878
සපුරාලීමට,6,2879
කි්රයාත්මක,6,2880
පරිසරය,6,2881
පාඨමාලාවන්,6,2882
කැමරා,6,2883
මෙවර,6,2884
රැසක්,6,2885
වගකීමෙන්,6,2886
සංරක්ෂණය,6,2887
ගුවන්විදුලි,6,2888
අධ්යාපනික,6,2889
මාධ්යය,6,2890
පොළ,6,2891
සම්ප්රේෂණ,6,2892
නවීකරණය,6,2893
පත්කිරීම,6,2894
සැපයුම්,6,2895
මෘදුකාංග,6,2896
පොසොන්,6,2897
යායුතු,6,2898
වසන්ත,6,2899
ලියනගේ,6,2900
